id;type;geometry
2001;N/A;POINT (11.2451235 44.5099333)
2002;mini_roundabout;POINT (11.262183 44.5139701)
2003;N/A;POINT (11.262159 44.505137399999995)
2004;N/A;POINT (11.26747615000286 44.51431230000017)
2005;N/A;POINT (11.263418 44.519033699999994)
2006;N/A;POINT (11.267769299997255 44.51414150002529)
2007;N/A;POINT (11.267232 44.513897500000006)
2008;N/A;POINT (11.387538850021041 44.488777750016474)
2009;N/A;POINT (11.3916326 44.4926682)
2010;N/A;POINT (11.3744117 44.4889992)
2011;N/A;POINT (11.373692023796387 44.49023253638335)
2012;N/A;POINT (11.290461750075535 44.487144550020766)
2013;N/A;POINT (11.291324800000002 44.4877175)
2014;N/A;POINT (11.2893739 44.485968500000006)
2015;N/A;POINT (11.2926883 44.485194)
2016;N/A;POINT (11.2918861 44.4848168)
2017;N/A;POINT (11.2933966 44.4855187)
2018;N/A;POINT (11.2949651 44.48625650000001)
2019;N/A;POINT (11.2941999 44.4858731)
2020;N/A;POINT (11.291725500000002 44.48505710000001)
2021;N/A;POINT (11.3952763 44.4601773)
2022;N/A;POINT (11.400258800016802 44.46430575000783)
2023;N/A;POINT (11.3007221 44.4667206)
2024;N/A;POINT (11.309698099999999 44.477390299999996)
2025;N/A;POINT (11.300824200000001 44.465069799999995)
2026;N/A;POINT (11.314221900001106 44.48447190000529)
2027;N/A;POINT (11.3150006 44.486389)
2028;N/A;POINT (11.316366100000002 44.48883910000001)
2029;N/A;POINT (11.3156365 44.48920880000001)
2030;N/A;POINT (11.283290299929217 44.49246025002348)
2031;N/A;POINT (11.284028999999999 44.49141259999999)
2032;N/A;POINT (11.2828034 44.49321289999999)
2033;N/A;POINT (11.2821104 44.4933562)
2034;N/A;POINT (11.283804 44.4933923)
2035;N/A;POINT (11.2851631 44.491681099999994)
2036;N/A;POINT (11.2838194 44.492685900000005)
2037;N/A;POINT (11.2844801 44.49255140000001)
2038;N/A;POINT (11.2863008 44.49213300000001)
2039;N/A;POINT (11.281537400038832 44.476985850022324)
2040;N/A;POINT (11.282599850025072 44.47706590001013)
2041;N/A;POINT (11.2831536 44.47888739999999)
2042;N/A;POINT (11.2836764 44.4781248)
2043;N/A;POINT (11.2822898 44.478324799999996)
2044;N/A;POINT (11.283280199994914 44.47772005000147)
2045;N/A;POINT (11.2842596 44.4787418)
2046;N/A;POINT (11.283797300000002 44.4790665)
2047;N/A;POINT (11.2842361 44.50878459999999)
2048;N/A;POINT (11.2847599 44.50934509999999)
2049;N/A;POINT (11.284100700011797 44.50859850000488)
2050;N/A;POINT (11.2763937 44.475952299999996)
2051;N/A;POINT (11.276610800000002 44.476180199999995)
2052;N/A;POINT (11.275497099999999 44.476427699999995)
2053;N/A;POINT (11.2818946 44.47858759999999)
2054;N/A;POINT (11.2850212 44.47702099999999)
2055;N/A;POINT (11.283637399999998 44.477541099999996)
2056;N/A;POINT (11.3804011 44.4616172)
2057;N/A;POINT (11.3798803 44.46184060000001)
2058;N/A;POINT (11.379574299994312 44.46195955005128)
2059;N/A;POINT (11.375994400009438 44.46562720001432)
2060;N/A;POINT (11.376245150011787 44.4666025000166)
2061;N/A;POINT (11.3747452 44.46037979999999)
2062;N/A;POINT (11.375463699999997 44.46299600000001)
2063;N/A;POINT (11.3173134 44.496960200000004)
2064;N/A;POINT (11.3184704 44.4970923)
2065;N/A;POINT (11.3004261 44.49131489999999)
2066;N/A;POINT (11.2943993 44.488557199999995)
2067;N/A;POINT (11.300165799999998 44.490783500000006)
2068;N/A;POINT (11.297981199968822 44.48881400002457)
2069;N/A;POINT (11.2989266 44.48914469999999)
2070;N/A;POINT (11.297465124557425 44.48971386311873)
2071;N/A;POINT (11.295186599999997 44.48885779999999)
2072;N/A;POINT (11.2966699 44.48836359999999)
2073;N/A;POINT (11.295584699999997 44.489007600000015)
2074;N/A;POINT (11.2983676 44.4900783)
2075;N/A;POINT (11.3014279 44.4906744)
2076;bus_stop;POINT (11.2973697 44.48860479999999)
2077;N/A;POINT (11.290320699999999 44.4911939)
2078;N/A;POINT (11.2912763 44.49137629999999)
2079;N/A;POINT (11.292612199999999 44.4922862)
2080;N/A;POINT (11.2821475 44.483811900000006)
2081;N/A;POINT (11.2815036 44.482985600000006)
2082;N/A;POINT (11.2773902 44.48026649999999)
2083;N/A;POINT (11.2767387 44.4810398)
2084;N/A;POINT (11.277233500000001 44.4800299)
2085;N/A;POINT (11.2782878 44.478936700000006)
2086;N/A;POINT (11.3546082 44.5347844)
2087;N/A;POINT (11.356164050007843 44.53454345001255)
2088;N/A;POINT (11.3536131 44.5320038)
2089;N/A;POINT (11.352969150506274 44.531137941575565)
2090;N/A;POINT (11.354151270318637 44.53641791208613)
2091;N/A;POINT (11.3510756 44.531734500000006)
2092;N/A;POINT (11.3456673 44.5262318)
2093;N/A;POINT (11.34541574998121 44.52552220000205)
2094;N/A;POINT (11.3472097 44.5304752)
2095;N/A;POINT (11.304430000000002 44.4913504)
2096;N/A;POINT (11.3040815 44.491318299999996)
2097;N/A;POINT (11.304823 44.49138189999999)
2098;N/A;POINT (11.306412300000002 44.490656200000004)
2099;N/A;POINT (11.3059821 44.49078300000001)
2100;N/A;POINT (11.30211373556959 44.49235099170595)
2101;N/A;POINT (11.3035373 44.49201209999999)
2102;N/A;POINT (11.3770352 44.513306199999995)
2103;N/A;POINT (11.3789601 44.5122187)
2104;motorway_junction;POINT (11.379706800000001 44.51191669999999)
2105;N/A;POINT (11.382866400018576 44.51056990000493)
2106;N/A;POINT (11.382091300016317 44.51020715000373)
2107;N/A;POINT (11.384032 44.5096205)
2108;N/A;POINT (11.3886211 44.5080296)
2109;N/A;POINT (11.3837403 44.50985060000001)
2110;N/A;POINT (11.388629 44.50781849999999)
2111;N/A;POINT (11.3888828 44.5079791)
2112;N/A;POINT (11.3942552 44.5085549)
2113;N/A;POINT (11.393044299999998 44.5097909)
2114;N/A;POINT (11.3956884 44.5084087)
2115;N/A;POINT (11.39569745987965 44.50990287759685)
2116;N/A;POINT (11.397857100000001 44.5087455)
2117;N/A;POINT (11.3980058 44.5100751)
2118;N/A;POINT (11.399856200000002 44.5106474)
2119;N/A;POINT (11.3971513 44.5106695)
2120;N/A;POINT (11.402534413651685 44.51188319528624)
2121;N/A;POINT (11.3967105 44.510768899999995)
2122;N/A;POINT (11.395873450003553 44.5101762500023)
2123;N/A;POINT (11.396184100000001 44.51089280000001)
2124;N/A;POINT (11.3720401 44.5054613)
2125;N/A;POINT (11.371431200000002 44.506136399999995)
2126;N/A;POINT (11.371199399999998 44.5051304)
2127;N/A;POINT (11.369716599999999 44.50901999999999)
2128;N/A;POINT (11.3622015 44.5092187)
2129;crossing;POINT (11.360650700003164 44.508380250000315)
2130;N/A;POINT (11.365098113117796 44.506702105403114)
2131;N/A;POINT (11.3616073 44.51130959999999)
2132;N/A;POINT (11.3617004 44.5114885)
2133;N/A;POINT (11.360983402623923 44.510174122479846)
2134;N/A;POINT (11.35798186701553 44.512697829172886)
2135;N/A;POINT (11.358836500024472 44.5146115000222)
2136;N/A;POINT (11.299404500000001 44.4603296)
2137;bus_stop;POINT (11.30087887411991 44.46482549442542)
2138;N/A;POINT (11.3482481 44.520972699999994)
2139;N/A;POINT (11.3451091 44.5245399)
2140;N/A;POINT (11.2725796 44.48901409999999)
2141;N/A;POINT (11.27306679993992 44.485377100010595)
2142;N/A;POINT (11.2770838 44.4896176)
2143;N/A;POINT (11.274251599999998 44.49883699999999)
2144;N/A;POINT (11.2772883 44.48898779999999)
2145;N/A;POINT (11.2743177 44.49976749999999)
2146;N/A;POINT (11.275713650092703 44.49997515003515)
2147;N/A;POINT (11.274385895247624 44.500465738722895)
2148;N/A;POINT (11.317621830908442 44.513430605516774)
2149;N/A;POINT (11.317244949996823 44.513239500000296)
2150;N/A;POINT (11.3176161 44.5137052)
2151;N/A;POINT (11.320439900019574 44.515196300031256)
2152;N/A;POINT (11.3170035 44.5129984)
2153;N/A;POINT (11.317398 44.5130008)
2154;N/A;POINT (11.351211 44.51623420000001)
2155;N/A;POINT (11.3702909 44.473842000000005)
2156;N/A;POINT (11.370433499999999 44.47500379999999)
2157;N/A;POINT (11.367819600046445 44.474972950006915)
2158;N/A;POINT (11.368647900000001 44.47505399999999)
2159;N/A;POINT (11.3691073 44.4756354)
2160;N/A;POINT (11.371339549986578 44.48220805000207)
2161;N/A;POINT (11.372480699999999 44.4843401)
2162;N/A;POINT (11.374295799999999 44.48363220000001)
2163;N/A;POINT (11.3721394 44.483709399999995)
2164;N/A;POINT (11.3649603 44.47893189999999)
2165;N/A;POINT (11.3653056 44.4785033)
2166;N/A;POINT (11.3707427 44.476413099999995)
2167;N/A;POINT (11.371404599985768 44.4760835000036)
2168;N/A;POINT (11.3716699 44.476374299999996)
2169;N/A;POINT (11.245058899999998 44.5240513)
2170;N/A;POINT (11.339272899999997 44.51837849999999)
2171;N/A;POINT (11.3378911 44.518433699999996)
2172;N/A;POINT (11.33784 44.5177999)
2173;N/A;POINT (11.3386341 44.52075090000001)
2174;N/A;POINT (11.338123799999998 44.5215221)
2175;N/A;POINT (11.336606699999999 44.5192522)
2176;N/A;POINT (11.3508399 44.51529219999999)
2177;N/A;POINT (11.3514698 44.514084399999994)
2178;N/A;POINT (11.35266479999913 44.51402000000013)
2179;N/A;POINT (11.352849999992374 44.514425250001075)
2180;N/A;POINT (11.353074699999999 44.51488959999999)
2181;N/A;POINT (11.3518286 44.51514639999999)
2182;N/A;POINT (11.369718799999998 44.4817599)
2183;N/A;POINT (11.330869000000002 44.5131187)
2184;N/A;POINT (11.347532 44.48564569999999)
2185;N/A;POINT (11.34709694997361 44.48567745000223)
2186;N/A;POINT (11.3647814 44.4791356)
2187;N/A;POINT (11.362590799999998 44.4770254)
2188;mini_roundabout;POINT (11.3620718 44.476546199999994)
2189;N/A;POINT (11.361050150085267 44.47709575003752)
2190;N/A;POINT (11.361674599999999 44.4761934)
2191;N/A;POINT (11.363650413468262 44.475763361943706)
2192;N/A;POINT (11.3612118 44.47573969999999)
2193;N/A;POINT (11.359570800000002 44.476504)
2194;N/A;POINT (11.3630103 44.474802399999994)
2195;N/A;POINT (11.3712354 44.4733843)
2196;N/A;POINT (11.3713423 44.47479049999999)
2197;N/A;POINT (11.370608500000001 44.475193)
2198;N/A;POINT (11.372852100035445 44.47622450001437)
2199;N/A;POINT (11.3743674 44.4757735)
2200;N/A;POINT (11.369141600016459 44.474647850005766)
2201;N/A;POINT (11.368084654663054 44.474381814169476)
2202;N/A;POINT (11.371875900000001 44.47909489999999)
2203;N/A;POINT (11.3932453 44.489782299999995)
2204;N/A;POINT (11.396852 44.4877235)
2205;N/A;POINT (11.3959597 44.485770499999994)
2206;N/A;POINT (11.3920066 44.4812776)
2207;N/A;POINT (11.3277896 44.5173381)
2208;N/A;POINT (11.3244296 44.5182217)
2209;N/A;POINT (11.324327099992333 44.519261200000614)
2210;N/A;POINT (11.3247815 44.520872499999996)
2211;N/A;POINT (11.3253814 44.5215802)
2212;N/A;POINT (11.3208996 44.5159965)
2213;N/A;POINT (11.3118791 44.5140703)
2214;N/A;POINT (11.310886019151248 44.51374122376593)
2215;N/A;POINT (11.3108403 44.51831119999999)
2216;N/A;POINT (11.310497799999998 44.513603199999984)
2217;N/A;POINT (11.3088119 44.51415510000001)
2218;N/A;POINT (11.298544499999998 44.51142639999999)
2219;N/A;POINT (11.2994611 44.5111817)
2220;N/A;POINT (11.298963499999997 44.51203559999999)
2221;N/A;POINT (11.308271313603772 44.514352921981164)
2222;N/A;POINT (11.303957342491993 44.515271092190225)
2223;N/A;POINT (11.3036052 44.5153949)
2224;N/A;POINT (11.3009643 44.51080309999999)
2225;N/A;POINT (11.3016914 44.5104554)
2226;N/A;POINT (11.300312399999997 44.508210000000005)
2227;N/A;POINT (11.298280199999999 44.50861239999999)
2228;N/A;POINT (11.301620799999998 44.507936900000004)
2229;N/A;POINT (11.302101400000002 44.5078349)
2230;N/A;POINT (11.353749399999998 44.51829389999998)
2231;N/A;POINT (11.352578599999998 44.5186495)
2232;N/A;POINT (11.3516058 44.5168632)
2233;N/A;POINT (11.3522304 44.5180222)
2234;N/A;POINT (11.3506596 44.517162400000004)
2235;N/A;POINT (11.3719607 44.47671079999999)
2236;N/A;POINT (11.3701754 44.48008360000001)
2237;N/A;POINT (11.3641975 44.4762282)
2238;N/A;POINT (11.3653527 44.477055)
2239;N/A;POINT (11.3648686 44.4768033)
2240;N/A;POINT (11.3632921 44.47537319999999)
2241;N/A;POINT (11.3645763 44.4733935)
2242;N/A;POINT (11.3683074 44.47391809999999)
2243;N/A;POINT (11.3676579 44.47315350000001)
2244;N/A;POINT (11.368496 44.473756800000004)
2245;N/A;POINT (11.3669432 44.472252400000016)
2246;N/A;POINT (11.3664345 44.472453599999994)
2247;N/A;POINT (11.3681287 44.47201929999999)
2248;N/A;POINT (11.3662576 44.4713525)
2249;N/A;POINT (11.36506049999366 44.47205265005884)
2250;N/A;POINT (11.3663754 44.46967589999999)
2251;N/A;POINT (11.3539233 44.4775244)
2252;N/A;POINT (11.355369300000001 44.4787411)
2253;N/A;POINT (11.352998399999999 44.47800240000001)
2254;N/A;POINT (11.3525022 44.4794593)
2255;N/A;POINT (11.3515456 44.480764699999995)
2256;N/A;POINT (11.365243 44.47292309999999)
2257;bus_stop;POINT (11.365995400026492 44.47262635001606)
2258;N/A;POINT (11.3673475 44.4702549)
2259;N/A;POINT (11.360270864371554 44.507324423712845)
2260;N/A;POINT (11.369896600036643 44.479890800047365)
2261;N/A;POINT (11.3847543 44.4828713)
2262;N/A;POINT (11.384118950001405 44.483065750000236)
2263;N/A;POINT (11.3854748 44.4828038)
2264;N/A;POINT (11.386076899999999 44.4827675)
2265;N/A;POINT (11.3865069 44.48273739999999)
2266;N/A;POINT (11.3695847 44.47258709999999)
2267;N/A;POINT (11.370813199998574 44.46810315000016)
2268;N/A;POINT (11.3708866 44.468570799999995)
2269;N/A;POINT (11.3741772 44.4666835)
2270;N/A;POINT (11.3738404500493 44.46603995005247)
2271;N/A;POINT (11.373064 44.4668729)
2272;N/A;POINT (11.3734626 44.4679386)
2273;N/A;POINT (11.3727149 44.4680114)
2274;N/A;POINT (11.3741425 44.4699319)
2275;N/A;POINT (11.3732022 44.470024599999995)
2276;N/A;POINT (11.374644 44.4698877)
2277;N/A;POINT (11.3724157 44.47010680000001)
2278;N/A;POINT (11.3721207 44.4701235)
2279;N/A;POINT (11.3709198 44.4706255)
2280;N/A;POINT (11.372020799999998 44.471021799999995)
2281;N/A;POINT (11.3704432 44.4714105)
2282;N/A;POINT (11.3710857 44.47005130000001)
2283;N/A;POINT (11.3710953 44.46946049999999)
2284;N/A;POINT (11.371917199999999 44.4680765)
2285;N/A;POINT (11.3668829 44.52882309999999)
2286;N/A;POINT (11.3665219 44.5288748)
2287;N/A;POINT (11.2568964 44.5355572)
2288;N/A;POINT (11.2489594 44.530734499999994)
2289;N/A;POINT (11.399991390430827 44.47379246039157)
2290;N/A;POINT (11.4024629 44.46297619999999)
2291;N/A;POINT (11.403411899999998 44.4627964)
2292;N/A;POINT (11.4034456 44.4624805)
2293;N/A;POINT (11.4030756 44.462692999999994)
2294;N/A;POINT (11.409602699999999 44.4672554)
2295;N/A;POINT (11.408708 44.4677044)
2296;N/A;POINT (11.410139499999998 44.46777709999999)
2297;N/A;POINT (11.4079626 44.468093399999994)
2298;N/A;POINT (11.4073841 44.46638080000001)
2299;N/A;POINT (11.4065972 44.46675379999999)
2300;N/A;POINT (11.4080914 44.4660346)
2301;N/A;POINT (11.406486399999999 44.4654781)
2302;N/A;POINT (11.4092646 44.4669554)
2303;N/A;POINT (11.409211860320262 44.464944915505534)
2304;N/A;POINT (11.407567 44.4656403)
2305;N/A;POINT (11.400555039365335 44.47040881822017)
2306;N/A;POINT (11.402080899972125 44.473101100005586)
2307;N/A;POINT (11.360830199998153 44.47877825000033)
2308;N/A;POINT (11.360573 44.47831360000001)
2309;N/A;POINT (11.3584937 44.476620600000004)
2310;N/A;POINT (11.357675300000002 44.4766944)
2311;N/A;POINT (11.3582991 44.462617699999996)
2312;N/A;POINT (11.3600518 44.47767499999999)
2313;N/A;POINT (11.355957299999998 44.482443799999984)
2314;N/A;POINT (11.3571672 44.48234279999999)
2315;N/A;POINT (11.3576666 44.483710200000004)
2316;N/A;POINT (11.358359849973068 44.481201550002545)
2317;N/A;POINT (11.3576457 44.481392500000005)
2318;N/A;POINT (11.358586099965377 44.48296875001217)
2319;N/A;POINT (11.357717599999999 44.4805778)
2320;N/A;POINT (11.3584356 44.479638200000004)
2321;N/A;POINT (11.3571157 44.48012380000001)
2322;N/A;POINT (11.3560955 44.4808053)
2323;N/A;POINT (11.3565173 44.47965969999999)
2324;N/A;POINT (11.3554058 44.4803243)
2325;N/A;POINT (11.3576331 44.4789784)
2326;N/A;POINT (11.3553891 44.4771793)
2327;N/A;POINT (11.3564668 44.47805979999999)
2328;N/A;POINT (11.359705999999997 44.479714900000005)
2329;N/A;POINT (11.3603009 44.47950809999999)
2330;N/A;POINT (11.3609066 44.48155930000001)
2331;N/A;POINT (11.3614923 44.4812956)
2332;N/A;POINT (11.359307700000002 44.4779903)
2333;N/A;POINT (11.3597141 44.4785885)
2334;N/A;POINT (11.3600032 44.479028199999995)
2335;N/A;POINT (11.361163600000001 44.478601100000006)
2336;N/A;POINT (11.3599792 44.476856700000006)
2337;N/A;POINT (11.3603827 44.4768553)
2338;N/A;POINT (11.357222800000002 44.5367064)
2339;N/A;POINT (11.3564087 44.535171999999996)
2340;N/A;POINT (11.3559848 44.537041099999996)
2341;N/A;POINT (11.3565086 44.5381193)
2342;N/A;POINT (11.3571437 44.53092170000001)
2343;N/A;POINT (11.3586049 44.5341643)
2344;N/A;POINT (11.358351599999999 44.5307585)
2345;N/A;POINT (11.3574227 44.5305466)
2346;N/A;POINT (11.359929300000001 44.5360635)
2347;N/A;POINT (11.3601757 44.536379799999985)
2348;N/A;POINT (11.359331699999998 44.5352635)
2349;N/A;POINT (11.3683611 44.51394749999999)
2350;N/A;POINT (11.368011399990335 44.51403740000832)
2351;N/A;POINT (11.370091799999999 44.5152733)
2352;N/A;POINT (11.3683245 44.5137404)
2353;N/A;POINT (11.368342399999998 44.513485300000006)
2354;N/A;POINT (11.369563849980928 44.51264125002294)
2355;N/A;POINT (11.246812499999999 44.527164899999995)
2356;N/A;POINT (11.2486294 44.530291600000005)
2357;N/A;POINT (11.244930699999998 44.52780390000001)
2358;N/A;POINT (11.28176219992967 44.516717850023525)
2359;N/A;POINT (11.2815845 44.51627679999999)
2360;N/A;POINT (11.2807545 44.5173152)
2361;N/A;POINT (11.353558899999998 44.472668099999986)
2362;N/A;POINT (11.3806784 44.52597129999999)
2363;N/A;POINT (11.3715008 44.5327119)
2364;N/A;POINT (11.387879299999998 44.5323557)
2365;N/A;POINT (11.392305399999998 44.48938019999999)
2366;N/A;POINT (11.392415399999999 44.4908003)
2367;N/A;POINT (11.2654816 44.4790469)
2368;N/A;POINT (11.2612346 44.48068849999999)
2369;N/A;POINT (11.266081299999998 44.47821189999999)
2370;N/A;POINT (11.348837100000003 44.4846579)
2371;crossing;POINT (11.349242899961084 44.48513430000637)
2372;N/A;POINT (11.353722949991665 44.48473075000074)
2373;N/A;POINT (11.4088311 44.5303378)
2374;N/A;POINT (11.3983631 44.5302167)
2375;N/A;POINT (11.4082595 44.5295387)
2376;N/A;POINT (11.353494 44.46037690000001)
2377;N/A;POINT (11.3564109 44.4617121)
2378;N/A;POINT (11.3686366 44.47254769999999)
2379;N/A;POINT (11.3695497 44.471414799999984)
2380;N/A;POINT (11.3701491 44.4717364)
2381;N/A;POINT (11.3775072 44.4647823)
2382;N/A;POINT (11.377890620338146 44.46555358218687)
2383;N/A;POINT (11.3781829 44.464215599999996)
2384;N/A;POINT (11.404738199999999 44.4602874)
2385;N/A;POINT (11.40422 44.4610444)
2386;N/A;POINT (11.403977899999997 44.4615974)
2387;N/A;POINT (11.403880300000003 44.4618337)
2388;N/A;POINT (11.4092145 44.45977409999999)
2389;N/A;POINT (11.2761195 44.48022769999999)
2390;N/A;POINT (11.2754277 44.4798914)
2391;N/A;POINT (11.276713400000002 44.479666)
2392;N/A;POINT (11.2764005 44.481099400000005)
2393;N/A;POINT (11.278039699999999 44.48193469999999)
2394;N/A;POINT (11.2701364 44.4799038)
2395;N/A;POINT (11.2700403 44.48067989999999)
2396;N/A;POINT (11.271200300000002 44.481669499999995)
2397;N/A;POINT (11.268611 44.4800369)
2398;N/A;POINT (11.271140549940698 44.481893800052866)
2399;N/A;POINT (11.271138700064641 44.48214705005293)
2400;N/A;POINT (11.2712504 44.48234980000001)
2401;bus_stop;POINT (11.3435576 44.4762716)
2402;N/A;POINT (11.3423866 44.47182730000001)
2403;N/A;POINT (11.3447567 44.476937899999996)
2404;N/A;POINT (11.342690099999999 44.464354499999985)
2405;N/A;POINT (11.3407284 44.4704695)
2406;N/A;POINT (11.343778399999998 44.4643938)
2407;N/A;POINT (11.3469133 44.4605348)
2408;N/A;POINT (11.3479358 44.4779334)
2409;N/A;POINT (11.3406329 44.470730599999996)
2410;N/A;POINT (11.3367778 44.4784159)
2411;N/A;POINT (11.336578099999999 44.478145399999995)
2412;N/A;POINT (11.335932099995564 44.47913035000059)
2413;N/A;POINT (11.336111200000001 44.479544)
2414;N/A;POINT (11.314466299999998 44.483332699999984)
2415;N/A;POINT (11.3143722 44.48269619999999)
2416;N/A;POINT (11.3150027 44.4843978)
2417;N/A;POINT (11.3152947 44.48317050000001)
2418;N/A;POINT (11.3145145 44.48230569999999)
2419;N/A;POINT (11.3148026 44.48247329999999)
2420;N/A;POINT (11.3121692 44.46689179999999)
2421;N/A;POINT (11.3491915 44.524512599999994)
2422;N/A;POINT (11.3460151 44.52541570000001)
2423;N/A;POINT (11.346217000000001 44.5242367)
2424;N/A;POINT (11.345285500000001 44.5251238)
2425;N/A;POINT (11.348189899999998 44.52201019999999)
2426;N/A;POINT (11.357071150001321 44.51841835000032)
2427;N/A;POINT (11.249307245106525 44.486816617828325)
2428;N/A;POINT (11.245345165569985 44.48749816945266)
2429;N/A;POINT (11.248978699999999 44.4866136)
2430;N/A;POINT (11.245671500008628 44.488096850001675)
2431;N/A;POINT (11.2491511 44.48639450000001)
2432;N/A;POINT (11.249565295769163 44.48649431161545)
2433;N/A;POINT (11.248754500041828 44.48485705001294)
2434;N/A;POINT (11.2529023 44.485383899999995)
2435;N/A;POINT (11.253359499999998 44.485353399999994)
2436;N/A;POINT (11.2540044 44.48548999999999)
2437;N/A;POINT (11.253451050000818 44.4855625000001)
2438;N/A;POINT (11.255527950004984 44.489384750004646)
2439;N/A;POINT (11.2537274 44.4864008)
2440;N/A;POINT (11.2540453 44.4897549)
2441;N/A;POINT (11.26467648566 44.49183615320037)
2442;N/A;POINT (11.2638719 44.49037710000001)
2443;N/A;POINT (11.269222845576305 44.50075512917895)
2444;N/A;POINT (11.2699408 44.4947717)
2445;N/A;POINT (11.2703565 44.50248059999999)
2446;N/A;POINT (11.2743399 44.5007993)
2447;N/A;POINT (11.2737209 44.5020516)
2448;N/A;POINT (11.274888549986375 44.50070600000623)
2449;N/A;POINT (11.401074650012234 44.473409800016086)
2450;N/A;POINT (11.3732249 44.464675400000004)
2451;N/A;POINT (11.373444 44.4652881)
2452;N/A;POINT (11.3729936 44.4636013)
2453;N/A;POINT (11.372863 44.4662838)
2454;N/A;POINT (11.372843 44.4686274)
2455;N/A;POINT (11.3736315 44.4684365)
2456;N/A;POINT (11.376539600015338 44.46772075001495)
2457;N/A;POINT (11.4047519 44.464943100000006)
2458;N/A;POINT (11.3902387 44.477560999999994)
2459;N/A;POINT (11.389731300013342 44.476095700009225)
2460;N/A;POINT (11.3639506 44.5172345)
2461;N/A;POINT (11.3640705 44.51749539999999)
2462;N/A;POINT (11.363697650017599 44.51690365000106)
2463;N/A;POINT (11.3678497 44.5138459)
2464;N/A;POINT (11.3680241 44.513683900000004)
2465;N/A;POINT (11.371261299999999 44.51808830000001)
2466;N/A;POINT (11.371111899999999 44.51756639999999)
2467;N/A;POINT (11.3475522 44.4907735)
2468;N/A;POINT (11.339185949980488 44.492771100015574)
2469;N/A;POINT (11.3412005 44.49252489999999)
2470;N/A;POINT (11.3405254 44.4922907)
2471;N/A;POINT (11.351840050046455 44.48082675001528)
2472;N/A;POINT (11.352099650040676 44.48099075002774)
2473;N/A;POINT (11.349409299999998 44.4822685)
2474;N/A;POINT (11.2773825 44.520897)
2475;N/A;POINT (11.2762519 44.52129370000001)
2476;N/A;POINT (11.2794575 44.5190081)
2477;N/A;POINT (11.410616399999999 44.46464479999999)
2478;N/A;POINT (11.411278500000002 44.46537279999999)
2479;N/A;POINT (11.411217199999998 44.4643606)
2480;N/A;POINT (11.4100883 44.46409729999999)
2481;N/A;POINT (11.409015800019795 44.46290205001067)
2482;N/A;POINT (11.4095188 44.46345480000001)
2483;N/A;POINT (11.409601850064806 44.46234510001351)
2484;N/A;POINT (11.4061436 44.4641735)
2485;N/A;POINT (11.4054735 44.4644874)
2486;N/A;POINT (11.4066955 44.464724100000005)
2487;N/A;POINT (11.405511599999999 44.4635064)
2488;N/A;POINT (11.347153400000002 44.5312563)
2489;bus_stop;POINT (11.3471661 44.5317946)
2490;N/A;POINT (11.3463308 44.53287290000001)
2491;N/A;POINT (11.351448 44.5369143)
2492;N/A;POINT (11.350948900000002 44.5370103)
2493;N/A;POINT (11.3527538 44.5366906)
2494;N/A;POINT (11.3471963 44.532507)
2495;N/A;POINT (11.3474954 44.5333813)
2496;N/A;POINT (11.335970850005085 44.476086200000275)
2497;N/A;POINT (11.336495 44.4761491)
2498;bus_stop;POINT (11.335882150010539 44.47748185000142)
2499;N/A;POINT (11.3361591 44.4754799)
2500;N/A;POINT (11.336509599999998 44.47462240000001)
2501;N/A;POINT (11.337121 44.4743482)
2502;N/A;POINT (11.325557 44.46179029999999)
2503;N/A;POINT (11.3196866 44.462444500000004)
2504;N/A;POINT (11.3246323 44.4603115)
2505;N/A;POINT (11.3282955 44.48113699999999)
2506;N/A;POINT (11.3388058 44.485157199999996)
2507;N/A;POINT (11.3213768 44.47806589999999)
2508;N/A;POINT (11.339116 44.4851731)
2509;N/A;POINT (11.3472872 44.459758)
2510;N/A;POINT (11.3366017 44.482627399999984)
2511;N/A;POINT (11.336386 44.48132689999999)
2512;N/A;POINT (11.3360303 44.482454799999985)
2513;N/A;POINT (11.335711100000001 44.48028)
2514;N/A;POINT (11.3385427 44.481587600000005)
2515;N/A;POINT (11.3385442 44.4817969)
2516;N/A;POINT (11.3367605 44.48524689999999)
2517;N/A;POINT (11.3356402 44.48586149999999)
2518;N/A;POINT (11.3308665 44.486512999999995)
2519;N/A;POINT (11.3345304 44.48618599999999)
2520;N/A;POINT (11.3347131 44.486617700000004)
2521;N/A;POINT (11.3354763 44.4878728)
2522;N/A;POINT (11.336907099999998 44.48731699999999)
2523;N/A;POINT (11.341663799999997 44.48642389999999)
2524;N/A;POINT (11.3460748 44.477625999999994)
2525;N/A;POINT (11.3465961 44.47724739999999)
2526;N/A;POINT (11.3478463 44.4782581)
2527;N/A;POINT (11.3484671 44.47868939999999)
2528;N/A;POINT (11.3397427 44.48824390000001)
2529;N/A;POINT (11.338314799999997 44.48721259999999)
2530;N/A;POINT (11.3374667 44.4872728)
2531;N/A;POINT (11.340624 44.4849841)
2532;N/A;POINT (11.336824 44.48109089999999)
2533;N/A;POINT (11.335387 44.52405439999999)
2534;N/A;POINT (11.3466209 44.4873043)
2535;N/A;POINT (11.3474139 44.4889817)
2536;N/A;POINT (11.345499599999998 44.490409899999996)
2537;N/A;POINT (11.353964699999999 44.51007359999999)
2538;N/A;POINT (11.3548239 44.50995879999999)
